tweet_id	start_pos	end_pos	named_entity_type	tweet	entity
853810106684854273	0	0	No entities found in this tweet	Vou me degradar pra agradar vocês? Nunca! — ouvindo Racionais	No entities found
853810105715961856	0	0	No entities found in this tweet	@Vickmatiass @RubensSiedler @Beellinda12 Lembre-se de mim!	No entities found
853810102616379393	0	0	No entities found in this tweet	Se toda dor virasse flor eu seria um jardim 😪	No entities found
853810101165203459	22	26	B-person	@marianasoubhia Aaaa mari mto mto obri hehe	mari
853825600028540928	0	0	No entities found in this tweet	@ktaejimin Fica calma, vai dar tudo certo, tu é inteligente 😘💕	No entities found
853825598103461889	0	0	No entities found in this tweet	quarta rodízio quinta bg sexta rolezin com xs bests adeus......'dinheiro......	No entities found
853825597512011776	0	0	No entities found in this tweet	Com aquele olhar indiscreto O que eu penso é secreto Mas sabe o que eu quero.	No entities found
853825596958396416	0	0	No entities found in this tweet	@djonyjose Meio imoral né	No entities found
853825590960553986	0	0	No entities found in this tweet	As vezes até me interno no wpp, mas só quando to com paciência	No entities found
853825563462688768	0	0	No entities found in this tweet	"@sugakill ai vai lá vc fala ""policia socorro tão me atacando são os"" ai vai lá e o suga grita ""ENEMY ENEMY ENEMY UÉ"""	No entities found
853825561902424064	0	0	No entities found in this tweet	@matheusvp_ N sabem brincar vcs tiauu	No entities found
853825556294623237	0	0	No entities found in this tweet	@thalitameneghim @diazera Salvando para caso isso seja apagado	No entities found
853825553056616449	0	0	No entities found in this tweet	Na vdd preciso de um melhor amigo	No entities found
853825550552621056	0	0	No entities found in this tweet	acordo d um sonho louco, cm gente vindo me cobrar coisa q eu nem tô sabendo q aconteceu, pq eu tava dormindo e só qro dormir dnv, sem briga	No entities found
853825546450546688	0	0	No entities found in this tweet	Uma pequena prévia do que tá renderizando aqui… https://t.co/JxyXc5Mf3D	No entities found
853825542151450625	0	0	No entities found in this tweet	kkkkkkkkkkk socorro https://t.co/Cc5TNSLNsl	No entities found
853825539282436101	0	0	No entities found in this tweet	Apesar de colher a batatas da terra !	No entities found
853825531460104192	0	0	No entities found in this tweet	@stephanieavelin Engraçado que ela vai me bater mas ao inves de falar pra mim vai falar pra vc kkkkkkkkkkkkkkk	No entities found
853825526208884736	0	0	No entities found in this tweet	Meta dá vida https://t.co/3AARq5laPy	No entities found
853825522945622016	0	0	No entities found in this tweet	To comendo aquele chocolate 😜	No entities found
853825516486393856	0	0	No entities found in this tweet	NAO SAI DO REPLAY SOCORRO EH BOA DMS	No entities found
853825516062859265	0	0	No entities found in this tweet	Eu tô só essa menina https://t.co/VAnSe8csbd	No entities found
853825515253362690	0	0	No entities found in this tweet	Acordei bem brava	No entities found
853825476187611136	0	0	No entities found in this tweet	@Igor_Belloni só vc pra ver meus babado no TT essa hora ahsuhau	No entities found
853825453827792897	79	86	B-organization	tava aqui pensando pq q as pessoas conseguem postar videos com mais de 45s no twitter e eu não	twitter
853825427969802240	0	0	No entities found in this tweet	@KMaminhak yesssssssss, mas confessa que você sente falta amiga hahaha	No entities found
853825422022332416	0	0	No entities found in this tweet	amanhã vou acordar cedo E AINDA TO AQUI ACORDADISSIMA	No entities found
853825414330023936	1	9	B-organization	Cruzeiro vai atropela mais ainda o são Paulo no Mineirão ! Quarta - feira  19/04 💙	Cruzeiro
853825414330023936	36	39	B-organization	Cruzeiro vai atropela mais ainda o são Paulo no Mineirão ! Quarta - feira  19/04 💙	são
853825414330023936	40	45	I-organization	Cruzeiro vai atropela mais ainda o são Paulo no Mineirão ! Quarta - feira  19/04 💙	Paulo
853825414330023936	49	57	B-location	Cruzeiro vai atropela mais ainda o são Paulo no Mineirão ! Quarta - feira  19/04 💙	Mineirão
853825413080121344	0	0	No entities found in this tweet	Já era pra eu estar dormindo a muito tempo	No entities found
853825410282524673	25	32	B-organization	só o futuro da nação no twitter	twitter
853825400773980160	0	0	No entities found in this tweet	ata kkkkkkkkkkkkkkkkkkkkkkkkkkk	No entities found
853825399398301696	0	0	No entities found in this tweet	Amanhã vou ver se compro uns panos novos, porque tá foda	No entities found
853825395053015040	0	0	No entities found in this tweet	é um pouco estranho isso	No entities found
853825376417697793	0	0	No entities found in this tweet	Eu vou sempre atrás do meu porque o azar é mundano	No entities found
853825376254140416	0	0	No entities found in this tweet	@VitoriaPrad0 Kkkkkkkkkkkk olha oq o amor faz	No entities found
853840960735903744	0	0	No entities found in this tweet	“Um amigo não segura a barra, apenas. Segura a mão, a ausência, segura uma confissão, segura o tranco,...” https://t.co/HTMZYLDDSP	No entities found
853840914623717376	0	0	No entities found in this tweet	posição 18883 no Ranking segue-de-volta. Confira os 100 primeiros: https://t.co/TD2wjp0oJ1. #1 @CheZeGuevara	No entities found
853840885263589376	0	0	No entities found in this tweet	QUERO FAZER UMA SURPRESA PRA MINHA VÓ MAS NADA COLABORA	No entities found
853840882243694592	0	0	No entities found in this tweet	Levantar cedo pra estudar e ruim,mas levantar quase de madruga pra trampar eee meus amigos	No entities found
853840879567740928	0	0	No entities found in this tweet	Me deixou preocupado esse fdp 😔😔😔	No entities found
853840878183620608	0	0	No entities found in this tweet	Ah essa música ❤️	No entities found
853840863318945792	0	0	No entities found in this tweet	Como vou dormir agora???? Tenho pavor de aranha scrr	No entities found
853840826803290112	0	0	No entities found in this tweet	confira: https://t.co/fS0beOVtKD	No entities found
853840819815682052	0	0	No entities found in this tweet	queria sair gritando pela rua cantando car radio	No entities found
853840800987402241	0	0	No entities found in this tweet	cambriana é muito bom mano como é possivel	No entities found
853840796445011968	0	0	No entities found in this tweet	1 pessoa acaba de visitar seu perfil https://t.co/gFXQnFpq1P	No entities found
853840776849235968	0	0	No entities found in this tweet	@_ppkvivi Esqueceu da socada bem forte até o fundo 😈😈😈	No entities found
853840747375857665	55	62	B-organization	pessoas que visitaram meu perfil e grupos que sigo no Twitter https://t.co/BOLT3TqnEA	Twitter
853840744645373952	0	0	No entities found in this tweet	Vo drumi forçado pq tomei remedinho só espero conseguir acordar no horário certo	No entities found
853840665859559424	16	21	B-person	Essa música do Costa cm MC Davi ta muito foda	Costa
853840665859559424	25	27	B-person	Essa música do Costa cm MC Davi ta muito foda	MC
853840665859559424	28	32	I-person	Essa música do Costa cm MC Davi ta muito foda	Davi
853840639955435522	0	0	No entities found in this tweet	@findlett Mas oq tem a ver uma coisa cm a outra	No entities found
853840619520745472	44	50	B-person	Novo curso de aquarela Sobral Professor: Rafael Vieira Em breve novidades! #aquarela… https://t.co/i24BZE3RBk	fael V
853840619520745472	51	57	I-person	Novo curso de aquarela Sobral Professor: Rafael Vieira Em breve novidades! #aquarela… https://t.co/i24BZE3RBk	eira E
853840619298533377	0	0	No entities found in this tweet	@degaussrer KKKKKKKKKK to brincando meu bb, te amo	No entities found
853840590127206400	0	0	No entities found in this tweet	KKKK MAS DEMORA	No entities found
853840573882675201	0	0	No entities found in this tweet	o seu perfil foi visto por 4 pessoas nas últimas 3 horas https://t.co/Bd1DHsHcYO	No entities found
853840545172606976	0	0	No entities found in this tweet	Adiantei toda minha vida atoa nessa semana passada pro meu Pai não saber quando vem??? Ata	No entities found
853840513702776833	1	8	B-person	Gabriel ta se arrumando p ir pro quartel	Gabriel
853840513245556736	0	0	No entities found in this tweet	To loucaço	No entities found
853840502390763520	0	0	No entities found in this tweet	vi um gato hj a coisa mais lindinha quase que eu trouxe p casa	No entities found
853856317131243520	0	0	No entities found in this tweet	Gata Super Peituda Faz Vídeo se Exibindo Peladinha Com Óleo no Corpo: Peituda boa alem de mostrar seus belos seios… https://t.co/6Egu1HRbYn	No entities found
853856298395455489	0	0	No entities found in this tweet	Que horrível dormir com a pessoa por dias aí tu quer dormir e não consegue sem a pessoa te abraçando vsf vida	No entities found
853856272629862400	0	0	No entities found in this tweet	@SoPraReality Então vem cá e juntesse aos bons, pq não é o único! TamuJunto 👊😂😂😂	No entities found
853856269152792577	0	0	No entities found in this tweet	Cheguei	No entities found
853856255609327616	0	0	No entities found in this tweet	@vishibiel KKKKKK NOSSA GABRIEL	No entities found
853856244255387649	16	28	B-location	Mora aonde ? — Higienópolis  https://t.co/KCXdywcUnl	Higienópolis
853856220578533376	0	0	No entities found in this tweet	@textoscrueis Fica. Apesar das roupas pretas, meu coração é colorido. Deixa eu te oferecer o melhor de mim.	No entities found
853856202920480768	0	0	No entities found in this tweet	Todo mundo devia assistir Thirteen reasons why p a entender as consequências das atitudes para os com os outros.	No entities found
853856165855469573	0	0	No entities found in this tweet	eu sou uma pessoa muito incrível msm cr	No entities found
853856107332325376	0	0	No entities found in this tweet	@amorim_analu @gabrielkkkj @almadaltonica Olaaa 😏❤️ kkkkkk	No entities found
853856081906454528	0	0	No entities found in this tweet	https://t.co/tkqwegeelh assistam a 13 minutos desse vídeo para compreender um pouco mais sobre a vida  *jobs jobs jobs #gta5	No entities found
853856017884602368	0	0	No entities found in this tweet	Tô animadooooooo	No entities found
853856011115003906	0	0	No entities found in this tweet	despacito oq significa pesquisar	No entities found
853855970883231744	0	0	No entities found in this tweet	Amanhã vou comprar mais chocolate 😍	No entities found
853855904025935872	0	0	No entities found in this tweet	vou olhar um filme pra ver se eu durmo	No entities found
853855834106982400	0	0	No entities found in this tweet	@GaaAndrad assim nao da	No entities found
853855793564844032	0	0	No entities found in this tweet	Ta, silencio de novo	No entities found
853855736723644416	0	0	No entities found in this tweet	Essa semana sai Ainda bem	No entities found
853855683539857410	34	40	B-person	Quem quiser ir dar uma força pra Emilly ela irá depor hj as 10h na Delegacia de Atendimento à Mulher na rua: Henriqueta 197, Jacarepagua-RJ	Emilly
853855683539857410	105	108	B-location	Quem quiser ir dar uma força pra Emilly ela irá depor hj as 10h na Delegacia de Atendimento à Mulher na rua: Henriqueta 197, Jacarepagua-RJ	rua
853855683539857410	108	109	I-location	Quem quiser ir dar uma força pra Emilly ela irá depor hj as 10h na Delegacia de Atendimento à Mulher na rua: Henriqueta 197, Jacarepagua-RJ	:
853855683539857410	110	120	I-location	Quem quiser ir dar uma força pra Emilly ela irá depor hj as 10h na Delegacia de Atendimento à Mulher na rua: Henriqueta 197, Jacarepagua-RJ	Henriqueta
853855667861540864	0	0	No entities found in this tweet	To mal ainda	No entities found
853855644289564672	0	0	No entities found in this tweet	Tem mensagem do início do mês que eu ainda não respondi	No entities found
853855589654462468	0	0	No entities found in this tweet	Mh cabeça tá doendo mt 😭😭😭😭😭😭	No entities found
853855535883370496	0	0	No entities found in this tweet	3 da manhã e eu tô fazendo um baile funk no quarto. CADÊ O SONO	No entities found
853855492036284416	0	0	No entities found in this tweet	bando de imprestáveis	No entities found
853855459010379776	0	0	No entities found in this tweet	q bosteira	No entities found
853855457785634816	0	0	No entities found in this tweet	Os dois né https://t.co/DiSGz7jCzU	No entities found
853871672625164289	0	0	No entities found in this tweet	lancei e fui dormir	No entities found
853871659811524608	0	0	No entities found in this tweet	confira: https://t.co/eJOqxfxZzI @segvolta	No entities found
853871507197636608	0	0	No entities found in this tweet	foi foi, fé pro resto!!!!!	No entities found
853871483617259520	0	0	No entities found in this tweet	@Rafa_ferrari27 é, sou eu https://t.co/K8ZQG9PGbt	No entities found
853871440332038144	0	0	No entities found in this tweet	@whindersson Num sabia	No entities found
853871329283629056	0	0	No entities found in this tweet	Minha cabeça está martelando, tá foda	No entities found
853871225013186560	0	0	No entities found in this tweet	Psicoterapia em Sete Lagoas, terapeuta  , doenca do panico https://t.co/IhrEqXlpN8 Psicologia SLBR4413788 https://t.co/6MHVyiRuIT	No entities found
853871216234508289	1	6	B-person	"Elmar Nascimento  (DEM) ""Reza todos os dias pra não ter que cassar um colega corrupto #ForaTemer #CongressoPodre… https://t.co/VhoyY3EkTU"	Elmar
853871216234508289	7	17	I-person	"Elmar Nascimento  (DEM) ""Reza todos os dias pra não ter que cassar um colega corrupto #ForaTemer #CongressoPodre… https://t.co/VhoyY3EkTU"	Nascimento
853871216234508289	20	23	B-organization	"Elmar Nascimento  (DEM) ""Reza todos os dias pra não ter que cassar um colega corrupto #ForaTemer #CongressoPodre… https://t.co/VhoyY3EkTU"	DEM
853871179538587648	0	0	No entities found in this tweet	Mas foi bom demaaaaais 💙💙💙💙	No entities found
853871153865265153	0	0	No entities found in this tweet	Não é preciso ouvir da boca quando se sabe ler os olhos	No entities found
853871149901656064	0	0	No entities found in this tweet	Depois de dois dias sem ler praticamente nada, dei uma boa adiantada nas minhas leituras! Opa, são quase 4:30am? Como isso sempre acontece?	No entities found
853871128019968001	0	0	No entities found in this tweet	Tô com tanta dor que parece que vou morrer	No entities found
853871036902854657	27	34	B-location	Notícia bombástica sacode Goiânia em dia de decisão. Enderson Moreira é o novo treinador do Atléti... https://t.co/kPfFnbjOTA	Goiânia
853871036902854657	54	62	B-person	Notícia bombástica sacode Goiânia em dia de decisão. Enderson Moreira é o novo treinador do Atléti... https://t.co/kPfFnbjOTA	Enderson
853871036902854657	63	70	I-person	Notícia bombástica sacode Goiânia em dia de decisão. Enderson Moreira é o novo treinador do Atléti... https://t.co/kPfFnbjOTA	Moreira
853870948944154624	0	0	No entities found in this tweet	~Segunda-feira, esta é a sua fita'	No entities found
853870833818894336	0	0	No entities found in this tweet	Já viu um mini PC? Computadores enxutos são a nova aposta para desktops https://t.co/bnyfgyEk2h @UOL	No entities found
853870506604453888	1	7	B-person	Kauana machado — Talvez https://t.co/gdH6cB1eVY	Kauana
853870506604453888	8	15	I-person	Kauana machado — Talvez https://t.co/gdH6cB1eVY	machado
853870500136841216	0	0	No entities found in this tweet	Veja os usuários que acessaram seu perfil agora https://t.co/ZzwXJ3Mdox	No entities found
853870432457555968	0	0	No entities found in this tweet	Eu queria está dormindo	No entities found
853870416158498816	55	62	B-organization	pessoas que visitaram meu perfil e grupos que sigo no Twitter https://t.co/NHiu3fWHt4	Twitter
853870407409119232	0	0	No entities found in this tweet	@owmyr nem eu sei mais	No entities found
853870400106835971	0	0	No entities found in this tweet	Você deu uma foda sensacional	No entities found
853870374785830912	0	0	No entities found in this tweet	essas pessoas acabaram de visualizar seu perfil https://t.co/dUcE6bYfum	No entities found
853870313037320192	0	0	No entities found in this tweet	o seu perfil foi visto por 8 pessoas nas últimas 12 horas https://t.co/NCYnWyyupt	No entities found
853870307794407424	20	25	B-person	Não sabia q ia ter Lorde no Coachella :( perdi	Lorde
853870307794407424	29	38	B-organization	Não sabia q ia ter Lorde no Coachella :( perdi	Coachella
853887021215035392	0	0	No entities found in this tweet	só o do lado do risco que tive que deixar um pouco grande pra crescer e tô é choranyy	No entities found
853886980534489089	0	0	No entities found in this tweet	@GregHirooka Todo mundo faz react de MV Kpop, dizem que eles dançam bem, mas não vêem nem a metade da coreografia porque no MV  não mostra	No entities found
853886888205332480	45	48	B-person	Perdi meu melhor batom , ou foi na festa da Evy , ou deixei com kathllen 😪	Evy
853886888205332480	65	73	B-person	Perdi meu melhor batom , ou foi na festa da Evy , ou deixei com kathllen 😪	kathllen
853886755187154944	0	0	No entities found in this tweet	Vou dormi jaja	No entities found
853886618058584064	0	0	No entities found in this tweet	tô rindo mas tô chorando https://t.co/7o8bL75mu9	No entities found
853886393730445312	25	32	B-person	QUE SAUDADE DO MEU EX - MARÍLIA MENDONÇA	MARÍLIA
853886393730445312	33	41	I-person	QUE SAUDADE DO MEU EX - MARÍLIA MENDONÇA	MENDONÇA
853886254261260288	0	0	No entities found in this tweet	17 de abril de 2017: https://t.co/UyGJZx6rPj via @YouTube	No entities found
853886251778420736	46	50	B-organization	quando eu acordo, minhas notificações são só snap e nba	snap
853886251778420736	53	56	B-organization	quando eu acordo, minhas notificações são só snap e nba	nba
853886176469581825	0	0	No entities found in this tweet	que mulher https://t.co/IuQVID8J8P	No entities found
853886015425175553	0	0	No entities found in this tweet	@SamelaAndressa Melhor continuar sem beber, economizo mais ainda querida varoa	No entities found
853885973775564801	0	0	No entities found in this tweet	17 de abril: O dia nacional da falta de vergonha: 17 de abril de 2016. Foi um espetáculo… https://t.co/JpIHVe8ZQ0	No entities found
853885967039692801	0	0	No entities found in this tweet	a madrugada não foi feita pra assistir greys anatomy eh muita sofrencia bicho	No entities found
853885765222359040	96	100	B-location	R$82 na inscrição do Enem? Sexta-feira eu pago R$50 e viro professor de inglês no OPEN BAR da LOVE RIO 🍹🍸🍺	OVE 
853885765222359040	101	104	I-location	R$82 na inscrição do Enem? Sexta-feira eu pago R$50 e viro professor de inglês no OPEN BAR da LOVE RIO 🍹🍸🍺	IO 
853885603901034496	0	0	No entities found in this tweet	Vou tentar dormir emmm	No entities found
853885487983079425	0	0	No entities found in this tweet	Tá lascado ! kkkkkkkkkkk https://t.co/oQe13erohb	No entities found
853885472992526337	0	0	No entities found in this tweet	Se a pessoa não gosta de mim n quero q force amizade comigo quero q resolva o problema que tem comigo acho mó palhaçada falsidade	No entities found
853885145765556230	0	0	No entities found in this tweet	confira: https://t.co/soYPrYad97 @segvolta	No entities found
853885126425669633	0	0	No entities found in this tweet	@mjsiqueiraa Tô lá no zap rindo mt kd tu	No entities found
853885122164260865	0	0	No entities found in this tweet	eu n te vejo mais o batman sim	No entities found
853885099577942016	0	0	No entities found in this tweet	E é foda pq eu ODEIO dormir sozinha na minha cama nunca disse isso p ngm mais eu ODEIO dormir sozinha nessa cama de casal enorme	No entities found
853884939510714369	0	0	No entities found in this tweet	@laurenillusions durma bemmmmm	No entities found
853884886188478464	0	0	No entities found in this tweet	Tenho visto tanta gente legal se fodendo e se autossabotando como eu que dá vontade de abraçar e dizer que tudo vai ficar bem	No entities found
853902352553840640	0	0	No entities found in this tweet	Mal sextei e já é segunda de novo. Tá puxado!	No entities found
853902344441954304	32	36	B-person	@berriel_gabriel Mais ou menos biel. Minha mãe tá desesperada, chorando. Porque ela teve que sair do carro correndo… https://t.co/9pDWm4afs4	biel
853902328226775040	0	0	No entities found in this tweet	~ Olhaaaa Elaaa!!😂😂😂😂 https://t.co/w8QtF5wOED	No entities found
853902280483110913	0	0	No entities found in this tweet	@carlosananias25 @Palmeiras Bom dia! Eu acredito sim, o time tem que entrar sem apatia com vontade de ganhar e rever o técnico q é fraco.	No entities found
853902275038900225	0	0	No entities found in this tweet	Malandro que dor é essa	No entities found
853902258832117761	0	0	No entities found in this tweet	Um mundo é um gangorra, quando você tá em baixo as pessoas te empurram pra cima, mas quando vc tá em cima querem te empurrar pra baixo.	No entities found
853902236958826496	0	0	No entities found in this tweet	@lunatemponi man djdkkckxkdkkkkk, otaria, você vai conseguir ow	No entities found
853902223994220545	0	0	No entities found in this tweet	Como vou aguentar os dois primeiros horários de física no sono q eu to? Não sei	No entities found
853902213458079745	37	41	B-location	tão rápido q eu nem vi q já tava na vila maria, meu sonho a dutra estar deboas assim todo dia	vila
853902213458079745	42	47	I-location	tão rápido q eu nem vi q já tava na vila maria, meu sonho a dutra estar deboas assim todo dia	maria
853902194537615360	0	0	No entities found in this tweet	Bom dia	No entities found
853902171229872129	0	0	No entities found in this tweet	Fica um pouco mais, fica um pouco mais 🎶🎶❤️	No entities found
853902158164619264	0	0	No entities found in this tweet	#ForaTemer Bom dia Companheiros https://t.co/ybkYw5cadv	No entities found
853902112354422784	0	0	No entities found in this tweet	Bom dia pra geral q acorda essa hora e já tá pensando em dormir	No entities found
853902086878179328	0	0	No entities found in this tweet	@Silvio_MKT @resanfer Exato o pontapé inicial pra acabar com essa máfia sindicalistas já foi dada agora falta a mas… https://t.co/KctdtdaoDF	No entities found
853902081396097025	0	0	No entities found in this tweet	- Motivação e Empreendedorismo - https://t.co/MzLvOehsY4 - Pro Franquias - franquias e investimentos…… https://t.co/sIGc5y5C7Q	No entities found
853902057140629504	0	0	No entities found in this tweet	@Raphaaa10 Só dá pra matar, única coisa jkkkkkk	No entities found
853901977717268480	3	8	B-person	a Lolly tava como uahshaha	Lolly
853902194537615360	0	0	No entities found in this tweet	Bom dia	No entities found
853901898771988480	0	0	No entities found in this tweet	Deus, na próxima vida me mande como um animal, não aguento mais ter que lidar com humanos	No entities found
853902194537615360	0	0	No entities found in this tweet	Bom dia	No entities found
853901787702726657	0	0	No entities found in this tweet	@alvesthaiss_ Vou sim, vai entrar na segunda aula?	No entities found
853901780845043712	0	0	No entities found in this tweet	Ainda bem q o meu pai e a minha mãe sabem disso	No entities found
853902194537615360	0	0	No entities found in this tweet	Bom dia	No entities found
853917716314546178	0	0	No entities found in this tweet	Bom dia, amigos! !! 😘😘	No entities found
853917715291156482	0	0	No entities found in this tweet	Pra variar mais engarrafamento né.. já virou costume 👎	No entities found
853917682948874241	0	0	No entities found in this tweet	Porque minha mãe tinha que me acordar nessa merda?	No entities found
